publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Journal of Chinese Human Resource Management","2040-8005","",2010-04-02,1,1,,,,"http://www.emeraldinsight.com/2040-8005.htm",,"","","fulltext","",""
"Journal of Communication Management","1363-254X","",1996-02-01,1,1,,,,"http://www.emeraldinsight.com/1363-254X.htm",,"","","fulltext","",""
"Journal of Consumer Marketing","0736-3761","",1984-02-01,1,1,,,,"http://www.emeraldinsight.com/0736-3761.htm",,"","","fulltext","",""
"Journal of Corporate Real Estate","1463-001X","",1998-01-01,1,1,,,,"http://www.emeraldinsight.com/1463-001X.htm",,"","","fulltext","",""
"Journal of Criminal Psychology","2009-3829","",2011-06-01,1,1,,,,"http://www.emeraldinsight.com/2009-3829.htm",,"","","fulltext","",""
"Journal of Cultural Heritage Management and Sustainable Development","2044-1266","",2011-05-27,1,1,,,,"http://www.emeraldinsight.com/2044-1266.htm",,"","","fulltext","",""
"Journal of Documentation","0022-0418","",1945-02-01,1,1,,,,"http://www.emeraldinsight.com/0022-0418.htm",,"","","fulltext","",""
"Journal of Economic and Administrative Sciences","1026-4116","",2003-06-01,19,1,,,,"http://www.emeraldinsight.com/1026-4116.htm",,"","","fulltext","",""
"Journal of Economic Studies","0144-3585","",1974-02-01,1,1,,,,"http://www.emeraldinsight.com/0144-3585.htm",,"","","fulltext","",""
"Journal of Educational Administration","0957-8234","",1963-02-01,1,1,,,,"http://www.emeraldinsight.com/0957-8234.htm",,"","","fulltext","",""
"Journal of Engineering, Design and Technology","1726-0531","",2003-02-01,1,1,,,,"http://www.emeraldinsight.com/1726-0531.htm",,"","","fulltext","",""
"Journal of Enterprise Information Management","1741-0398","",2004-02-01,17,1,,,,"http://www.emeraldinsight.com/1741-0398.htm",,"","","fulltext","Previously:  Logistics Information Management 1998-2003",""
"Logistics Information Management","0957-6053","",1988-02-01,1,1,2003-12-01,16,6,"http://www.emeraldinsight.com/0957-6053.htm",,"","","fulltext","Currently: Journal of Enterprise Information Management",""
"Journal of Enterprising Communities: People and Places in the Global Economy","1750-6204","",2007-04-03,1,1,,,,"http://www.emeraldinsight.com/1750-6204.htm",,"","","fulltext","",""
"Journal of Entrepreneurship and Public Policy","2045-2101","",2012-04-20,1,1,,,,"http://www.emeraldinsight.com/2045-2101.htm",,"","","fulltext","",""
"Journal of European Real Estate Research","1753-9269","",2008-05-09,1,1,,,,"http://www.emeraldinsight.com/1753-9269.htm",,"","","fulltext","",""
"Journal of Facilities Management","1472-5967","",2002-01-01,1,1,,,,"http://www.emeraldinsight.com/1472-5967.htm",,"","","fulltext","",""
"Journal of Family Business Management","2043-6238","",2011-04-22,1,1,,,,"http://www.emeraldinsight.com/2043-6238.htm",,"","","fulltext","",""
"Journal of Fashion Marketing and Management","1361-2026","",1996-02-01,1,1,,,,"http://www.emeraldinsight.com/1361-2026.htm",,"","","fulltext","",""
"Journal of Financial Crime","1359-0790","",1993-02-01,1,1,,,,"http://www.emeraldinsight.com/1359-0790.htm",,"","","fulltext","",""
"Journal of Financial Economic Policy","1757-6385","",2009-04-17,1,1,,,,"http://www.emeraldinsight.com/1757-6385.htm",,"","","fulltext","",""
"Journal of Financial Management of Property and Construction","1366-4387","",2005-03-01,10,1,,,,"http://www.emeraldinsight.com/1366-4387.htm",,"","","fulltext","",""
"Journal of Financial Regulation and Compliance","1358-1988","",1992-02-01,1,1,,,,"http://www.emeraldinsight.com/1358-1988.htm",,"","","fulltext","",""
"Journal of Financial Reporting and Accounting","1985-2517","",2003-01-06,1,1,,,,"http://www.emeraldinsight.com/1985-2517.htm",,"","","fulltext","",""
"Journal of Forensic Practice","2050-8794","",2013-02-01,15,1,,,,"http://www.emeraldinsight.com/2050-8794.htm",,"","","fulltext","Previously: The British Journal of Forensic Practice 1999-2012",""
"The British Journal of Forensic Practice","1463-6646","",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1463-6646.htm",,"","","fulltext","Currently: Journal of Forensic Practice",""
"Journal of Global Responsibility","2041-2568","",2010-05-07,1,1,,,,"http://www.emeraldinsight.com/2041-2568.htm",,"","","fulltext","",""
"Journal of Health Organization and Management","1477-7266","",2003-02-01,17,1,,,,"http://www.emeraldinsight.com/1477-7266.htm",,"","","fulltext","Previously: Journal of Management in Medicine till 2002",""
"Journal of Management in Medicine","0268-9235","",1986-02-01,1,1,2002-12-01,16,6,"http://www.emeraldinsight.com/0268-9235.htm",,"","","fulltext","Currently: Journal of Health Organization and Management. Incorporates: Health Manpower Management",""
"Journal of Historical Research in Marketing","1755-750X","",2009-03-20,1,1,,,,"http://www.emeraldinsight.com/1755-750X.htm",,"","","fulltext","",""
"Journal of Hospitality and Tourism Technology","1757-9880","",2010-03-12,1,1,,,,"http://www.emeraldinsight.com/1757-9880.htm",,"","","fulltext","",""
"Journal of Human Resource Costing & Accounting","1401-338X","",1996-02-01,1,1,,,,"http://www.emeraldinsight.com/1401-338X.htm",,"","","fulltext","",""
"Journal of Humanitarian Logistics and Supply Chain Management","2042-6747","",2011-05-20,1,1,,,,"http://www.emeraldinsight.com/2042-6747.htm",,"","","fulltext","",""
"Journal of Indian Business Research","1755-4195","",2009-03-20,1,1,,,,"http://www.emeraldinsight.com/1755-4195.htm",,"","","fulltext","",""
"Journal of Information, Communication and Ethics in Society","1477-996X","",2003-02-01,1,1,,,,"http://www.emeraldinsight.com/1477-996X.htm",,"","","fulltext","",""
"Journal of Integrated Care","1476-9018","",1996-06-01,4,3,,,,"http://www.emeraldinsight.com/1476-9018.htm",,"","","fulltext","",""
"Journal of Intellectual Capital","1469-1930","",2000-03-01,1,1,,,,"http://www.emeraldinsight.com/1469-1930.htm",,"","","fulltext","",""
"Journal of Learning Disabilities and Offending Behaviour","2042-0927","",2010-03-22,1,1,,,,"http://www.emeraldinsight.com/2042-0927.htm",,"","","fulltext","Currently: Journal of Intellectual Disabilities and Offending Behaviour - no issues currently online",""
"Journal of International Education in Business","2046-469X","",2008-04-01,1,1,,,,"http://www.emeraldinsight.com/2046-469X.htm",,"","","fulltext","",""
"Journal of International Trade Law and Policy","1477-0024","",2002-01-10,1,1,,,,"http://www.emeraldinsight.com/1477-0024.htm",,"","","fulltext","",""
"Journal of Investment Compliance","1528-5812","",2000-02-01,1,1,,,,"http://www.emeraldinsight.com/1528-5812.htm",,"","","fulltext","",""
"Journal of Islamic Accounting and Business Research","1759-0817","",2010-04-16,1,1,,,,"http://www.emeraldinsight.com/1759-0817.htm",,"","","fulltext","",""
"Journal of Islamic Marketing","1759-0833","",2010-03-26,1,1,,,,"http://www.emeraldinsight.com/1759-0833.htm",,"","","fulltext","",""
"Journal of Knowledge Management","1367-3270","",1997-03-01,1,1,,,,"http://www.emeraldinsight.com/1367-3270.htm",,"","","fulltext","",""
"Journal of Knowledge-based Innovation in China","1756-1418","",2009-01-01,1,1,,,,"http://www.emeraldinsight.com/1756-1418.htm",,"","","fulltext","",""
"Journal of Management Development","0262-1711","",1982-02-01,1,1,,,,"http://www.emeraldinsight.com/0262-1711.htm",,"","","fulltext","",""
"Journal of Management History","1751-1348","",2006-01-01,12,1,,,,"http://www.emeraldinsight.com/1751-1348.htm",,"","","fulltext","",""
"Journal of Management History (Archive)","1355-252X","",1995-03-01,1,1,2000-12-01,6,8,"http://www.emeraldinsight.com/1355-252X.htm",,"","","fulltext","Merged into : Management Decision",""
"Journal of Managerial Psychology","0268-3946","",1986-02-01,1,1,,,,"http://www.emeraldinsight.com/0268-3946.htm",,"","","fulltext","",""
"Journal of Manufacturing Technology Management","1741-038X","",2004-01-01,15,1,,,,"http://www.emeraldinsight.com/1741-038X.htm",,"","","fulltext","Previously: Integrated Manufacturing Systems 1990-2003",""
"Journal of Marketing Practice: Applied Marketing Science","1355-2538","",1995-03-01,1,1,1999-12-01,5,6,"http://www.emeraldinsight.com/1355-2538.htm",,"","","fulltext","Merged into: Marketing Intelligence & Planning",""
"The Journal of Mental Health Training, Education and Practice","1755-6228","",2006-05-01,1,1,,,,"http://www.emeraldinsight.com/1755-6228.htm",,"","","fulltext","",""
"Journal of Modelling in Management","1746-5664","",2006-01-01,1,1,,,,"http://www.emeraldinsight.com/1746-5664.htm",,"","","fulltext","",""
"Journal of Money Laundering Control","1368-5201","",1997-02-01,1,1,,,,"http://www.emeraldinsight.com/1368-5201.htm",,"","","fulltext","",""
"Journal of Organizational Change Management","0953-4814","",1988-02-01,1,1,,,,"http://www.emeraldinsight.com/0953-4814.htm",,"","","fulltext","",""
"Journal of Organizational Ethnography","2046-6749","",2012-04-20,1,1,,,,"http://www.emeraldinsight.com/2046-6749.htm",,"","","fulltext","",""
"Journal of Place Management and Development","1753-8335","",2008-03-14,1,1,,,,"http://www.emeraldinsight.com/1753-8335.htm",,"","","fulltext","",""
"Journal of Product & Brand Management","1061-0421","",1992-03-01,1,1,,,,"http://www.emeraldinsight.com/1061-0421.htm",,"","","fulltext","Incorporates: Pricing Strategy and Practice",""
"Pricing Strategy and Practice","0968-4905","",1997-03-01,5,1,1997-12-01,5,4,"http://www.emeraldinsight.com/0968-4905.htm",,"","","fulltext","Merged into: Journal of Product & Brand Management",""
"Journal of Property Finance","0958-868X","",1990-03-01,1,1,1997-12-01,8,4,"http://www.emeraldinsight.com/0958-868X.htm",,"","","fulltext","Merged into: Journal of Property Valuation and Investment",""
"Journal of Property Investment & Finance","1463-578X","",1999-03-01,17,1,,,,"http://www.emeraldinsight.com/1463-578X.htm",,"","","fulltext","Previously: Journal of Property Valuation and Investment",""
"Journal of Property Valuation and Investment","0960-2712","",1983-02-01,1,1,1998-12-01,16,5,"http://www.emeraldinsight.com/0960-2712.htm",,"","","fulltext","Now: Journal of Property Investment & Finance. Incorporates: Journal of Property Finance",""
"Journal of Public Mental Health","1746-5729","",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1746-5729.htm",,"","","fulltext","",""
"Journal of Quality in Maintenance Engineering","1355-2511","",1995-03-01,1,1,,,,"http://www.emeraldinsight.com/1355-2511.htm",,"","","fulltext","",""
"Journal of Research in Interactive Marketing","2040-7122","",2010-03-26,4,1,,,,"http://www.emeraldinsight.com/2040-7122.htm",,"","","fulltext","",""
"Journal of Research in Marketing and Entrepreneurship","1471-5201","",1999-07-01,1,1,,,,"http://www.emeraldinsight.com/1471-5201.htm",,"","","fulltext","",""
"The Journal of Risk Finance","1526-5943","",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1526-5943.htm",,"","","fulltext","Incorporates: Balance Sheet",""
"Journal of Science and Technology Policy in China","1758-552X","",2010-02-26,1,1,,,,"http://www.emeraldinsight.com/1758-552X.htm",,"","","fulltext","",""
"Journal of Service Management","1757-5818","",2009-03-13,20,1,,,,"http://www.emeraldinsight.com/1757-5818.htm",,"","","fulltext","",""
"Journal of Services Marketing","0887-6045","",1987-02-01,1,1,,,,"http://www.emeraldinsight.com/0887-6045.htm",,"","","fulltext","",""
"Journal of Small Business and Enterprise Development","1462-6004","",1994-02-01,1,1,,,,"http://www.emeraldinsight.com/1462-6004.htm",,"","","fulltext","",""
"Journal of Social Marketing","2042-6763","",2011-02-11,1,1,,,,"http://www.emeraldinsight.com/2042-6763.htm",,"","","fulltext","",""
"Journal of Strategy and Management","1755-425X","",2008-08-22,1,1,,,,"http://www.emeraldinsight.com/1755-425X.htm",,"","","fulltext","",""
"Journal of Systems and Information Technology","1328-7265","",1997-03-01,1,1,,,,"http://www.emeraldinsight.com/1328-7265.htm",,"","","fulltext","",""
"Journal of Technology Management in China","1746-8779","",2006-01-01,1,1,,,,"http://www.emeraldinsight.com/1746-8779.htm",,"","","fulltext","",""
"Journal of Workplace Learning","1366-5626","",1997-02-01,9,1,,,,"http://www.emeraldinsight.com/1366-5626.htm",,"","","fulltext","Previously: Employee Counselling Today 1989-1996",""
"Kybernetes","0368-492X","",1972-02-01,1,1,,,,"http://www.emeraldinsight.com/0368-492X.htm",,"","","fulltext","",""
"Leadership & Organization Development Journal","0143-7739","",1980-02-01,1,1,,,,"http://www.emeraldinsight.com/0143-7739.htm",,"","","fulltext","Incorporates: Participation and Empowerment: An International Journal",""
"Participation and Empowerment: An International Journal","1463-4449","",1999-02-01,7,1,1999-12-01,7,8,"http://www.emeraldinsight.com/1463-4449.htm",,"","","fulltext","Previously:  Empowerment in Organizations 1993-1998. Merged into: Leadership & Organization Development Journal",""
"Leadership in Health Services","1751-1879","",1997-02-01,10,1,,,,"http://www.emeraldinsight.com/1751-1879.htm",,"","","fulltext","",""
"The Learning Organization","0969-6474","",1994-04-01,1,1,,,,"http://www.emeraldinsight.com/0969-6474.htm",,"","","fulltext","",""
"Librarian Career Development","0968-0810","",1993-03-01,1,1,1999-12-01,7,12,"http://www.emeraldinsight.com/0968-0810.htm",,"","","fulltext","Merged into: Library Management",""
"Library Consortium Management: An International Journal","1466-2760","",1999-04-01,1,1,2000-12-01,2,8,"http://www.emeraldinsight.com/1466-2760.htm",,"","","fulltext","Ceased publication",""
"Library Hi Tech","0737-8831","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0737-8831.htm",,"","","fulltext","",""
"Library Hi Tech News","0741-9058","",1999-03-01,16,3,,,,"http://www.emeraldinsight.com/0741-9058.htm",,"","","fulltext","",""
"Library Management","0143-5124","",1979-02-01,1,1,,,,"http://www.emeraldinsight.com/0143-5124.htm",,"","","fulltext","Incorporates: Librarian Career Development",""
"Library Review","0024-2535","",1927-02-01,1,1,,,,"http://www.emeraldinsight.com/0024-2535.htm",,"","","fulltext","",""
"Management Decision","0025-1747","",1967-02-01,1,1,,,,"http://www.emeraldinsight.com/0025-1747.htm",,"","","fulltext","Incorporates: Journal of Management History (Archive) in 2000",""
"Management of Environmental Quality: An International Journal","1477-7835","",2003-03-01,14,1,,,,"http://www.emeraldinsight.com/1477-7835.htm",,"","","fulltext","",""
"Management Research News","0140-9174","",1978-02-01,1,1,,,,"http://www.emeraldinsight.com/0140-9174.htm",,"","","fulltext","",""
"Management Research Review","2040-8269","",2010-01-01,33,1,,,,"http://www.emeraldinsight.com/2040-8269.htm",,"","","fulltext","",""
"Management Research: The Journal of the Iberoamerican Academy of Management","1536-5433","",2003-04-01,1,1,,,,"http://www.emeraldinsight.com/1536-5433.htm",,"","","fulltext","",""
"Managerial Auditing Journal","0268-6902","",1986-02-01,1,1,,,,"http://www.emeraldinsight.com/0268-6902.htm",,"","","fulltext","",""
"Managerial Finance","0307-4358","",1975-02-01,1,1,,,,"http://www.emeraldinsight.com/0307-4358.htm",,"","","fulltext","",""
"Managing Service Quality","0960-4529","",1991-02-01,1,1,,,,"http://www.emeraldinsight.com/0960-4529.htm",,"","","fulltext","",""
"Marketing Intelligence & Planning","0263-4503","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0263-4503.htm",,"","","fulltext","Incorporates: Journal of Marketing Practice: Applied Marketing Science",""
"Measuring Business Excellence","1368-3047","",1997-02-01,1,1,,,,"http://www.emeraldinsight.com/1368-3047.htm",,"","","fulltext","",""
"Meditari Accountancy Research","2049-372X","",2000-04-01,8,1,,,,"http://www.emeraldinsight.com/2049-372X.htm",,"","","fulltext","",""
"Mental Health and Social Inclusion","2042-8308","",2010-02-25,14,1,,,,"http://www.emeraldinsight.com/2042-8308.htm",,"","","fulltext","Previously: A Life in the Day 1997-2009",""
"Mental Health Review Journal","1361-9322","",1996-03-01,1,1,,,,"http://www.emeraldinsight.com/1361-9322.htm",,"","","fulltext","",""
"Microelectronics International","1356-5362","",1982-02-01,1,1,,,,"http://www.emeraldinsight.com/1356-5362.htm",,"","","fulltext","",""
"Multicultural Education & Technology Journal","1750-497X","",2007-04-17,1,1,,,,"http://www.emeraldinsight.com/1750-497X.htm",,"","","fulltext","",""
"Multidiscipline Modeling in Materials and Structures","1573-6105","",2005-02-01,1,1,,,,"http://www.emeraldinsight.com/1573-6105.htm",,"","","fulltext","",""
"Multinational Business Review","1525-383X","",2003-03-11,11,1,,,,"http://www.emeraldinsight.com/1525-383X.htm",,"","","fulltext","",""
"Nankai Business Review International","2040-8749","",2010-03-05,1,1,,,,"http://www.emeraldinsight.com/2040-8749.htm",,"","","fulltext","",""
"New Library World","0307-4803","",1898-02-01,1,1,,,,"http://www.emeraldinsight.com/0307-4803.htm",,"","","fulltext","ncorporates: Asian Libraries",""
"Nutrition & Food Science","0034-6659","",1971-01-01,71,1,,,,"http://www.emeraldinsight.com/0034-6659.htm",,"","","fulltext","",""
"OCLC Systems & Services","1065-075X","",1985-02-01,1,1,,,,"http://www.emeraldinsight.com/1065-075X.htm",,"","","fulltext","",""
"On the Horizon","1074-8121","",2000-01-01,8,1,,,,"http://www.emeraldinsight.com/1074-8121.htm",,"","","fulltext","",""
"Online Information Review","1468-4527","",1977-02-01,1,1,,,,"http://www.emeraldinsight.com/1468-4527.htm",,"","","fulltext","",""
"Pacific Accounting Review","0114-0582","",1997-02-01,9,1,,,,"http://www.emeraldinsight.com/0114-0582.htm",,"","","fulltext","",""
"Performance Measurement and Metrics","1467-8047","",2000-04-01,1,1,,,,"http://www.emeraldinsight.com/1467-8047.htm",,"","","fulltext","",""
"Personnel Review","0048-3486","",1971-02-01,1,1,,,,"http://www.emeraldinsight.com/0048-3486.htm",,"","","fulltext","",""
"Pigment & Resin Technology","0369-9420","",1972-02-01,1,1,,,,"http://www.emeraldinsight.com/0369-9420.htm",,"","","fulltext","",""
"Police Studies: International Review of Police Development","0141-2949","",1995-04-01,18,1,1996-12-01,19,4,"http://www.emeraldinsight.com/0141-2949.htm",,"","","fulltext","now: Policing: An International Journal of Police Strategies & Management",""
"Policing: An International Journal of Police Strategies & Management","1363-951X","",1997-03-01,20,1,,,,"http://www.emeraldinsight.com/1363-951X.htm",,"","","fulltext","previously: Police Studies: International Review of Police Development 1995-1996. Incorpoates: American Journal of Police",""
"Program: electronic library and information systems","0033-0337","",1966-02-01,1,1,,,,"http://www.emeraldinsight.com/0033-0337.htm",,"","","fulltext","",""
"Property Management","0263-7472","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0263-7472.htm",,"","","fulltext","",""
"Qualitative Market Research: An International Journal","1352-2752","",1998-04-01,1,1,,,,"http://www.emeraldinsight.com/1352-2752.htm",,"","","fulltext","",""
"Qualitative Research in Accounting & Management","1176-6093","",2004-01-01,1,1,,,,"http://www.emeraldinsight.com/1176-6093.htm",,"","","fulltext","",""
"Qualitative Research in Financial Markets","1755-4179","",2009-03-06,1,1,,,,"http://www.emeraldinsight.com/1755-4179.htm",,"","","fulltext","",""
"Qualitative Research in Organizations and Management: An International Journal","1746-5648","",2006-01-01,1,1,,,,"http://www.emeraldinsight.com/1746-5648.htm",,"","","fulltext","",""
"Qualitative Research Journal","1443-9883","",2006-04-06,6,1,,,,"http://www.emeraldinsight.com/1443-9883.htm",,"","","fulltext","",""
"Quality Assurance in Education","0968-4883","",1993-04-01,1,1,,,,"http://www.emeraldinsight.com/0968-4883.htm",,"","","fulltext","",""
"Quality in Ageing and Older Adults","1471-7794","",2000-09-01,1,1,,,,"http://www.emeraldinsight.com/1471-7794.htm",,"","","fulltext","",""
"Rapid Prototyping Journal","1355-2546","",1995-03-01,1,1,,,,"http://www.emeraldinsight.com/1355-2546.htm",,"","","fulltext","",""
"Records Management Journal","0956-5698","",1989-02-01,1,1,,,,"http://www.emeraldinsight.com/0956-5698.htm",,"","","fulltext","",""
"Reference Reviews","0950-4125","",1997-01-01,11,1,,,,"http://www.emeraldinsight.com/0950-4125.htm",,"","","fulltext","Incorporates: Electronic Resources Review",""
"Reference Services Review","0090-7324","",1973-02-01,1,1,,,,"http://www.emeraldinsight.com/0090-7324.htm",,"","","fulltext","",""
"Review of Accounting and Finance","1475-7702","",2002-02-01,1,1,,,,"http://www.emeraldinsight.com/1475-7702.htm",,"","","fulltext","",""
"Review of Behavioral Finance","1940-5979","",2009-09-21,1,1,,,,"http://www.emeraldinsight.com/1940-5979.htm",,"","","fulltext","",""
"Safer Communities","1757-8043","",2002-06-01,1,1,,,,"http://www.emeraldinsight.com/1757-8043.htm",,"","","fulltext","",""
"Sensor Review","0260-2288","",1981-02-01,1,1,,,,"http://www.emeraldinsight.com/0260-2288.htm",,"","","fulltext","",""
"Smart and Sustainable Built Environment","2046-6099","",2012-05-25,1,1,,,,"http://www.emeraldinsight.com/2046-6099.htm",,"","","fulltext","",""
"Social Care and Neurodisability","2042-0919","",2010-04-28,1,1,,,,"http://www.emeraldinsight.com/2042-0919.htm",,"","","fulltext","",""
"Social Enterprise Journal","1750-8614","",2005-03-01,1,1,,,,"http://www.emeraldinsight.com/1750-8614.htm",,"","","fulltext","",""
"Social Responsibility Journal","1747-1117","",2005-02-01,1,1,,,,"http://www.emeraldinsight.com/1747-1117.htm",,"","","fulltext","",""
"Society and Business Review","1746-5680","",2006-01-01,1,1,,,,"http://www.emeraldinsight.com/1746-5680.htm",,"","","fulltext","",""
"Soldering & Surface Mount Technology","0954-0911","",1989-02-01,1,1,,,,"http://www.emeraldinsight.com/0954-0911.htm",,"","","fulltext","",""
"South Asian Journal of Global Business Research","2045-4457","",2012-03-02,1,1,,,,"http://www.emeraldinsight.com/2045-4457.htm",,"","","fulltext","",""
"Sport, Business and Management: An International Journal","2042-678X","",2011-03-18,1,1,,,,"http://www.emeraldinsight.com/2042-678X.htm",,"","","fulltext","",""
"Strategic Direction","0258-0543","",2002-02-01,18,1,,,,"http://www.emeraldinsight.com/0258-0543.htm",,"","","fulltext","",""
"Strategic HR Review","1475-4398","",2004-11-01,4,1,,,,"http://www.emeraldinsight.com/1475-4398.htm",,"","","fulltext","",""
"Strategic Outsourcing: An International Journal","1753-8297","",2008-02-22,1,1,,,,"http://www.emeraldinsight.com/1753-8297.htm",,"","","fulltext","",""
"Strategy & Leadership","1087-8572","",1975-02-01,3,1,,,,"http://www.emeraldinsight.com/1087-8572.htm",,"","","fulltext","Incorporates: The Antidote",""
"Structural Survey","0263-080X","",1983-02-01,1,1,,,,"http://www.emeraldinsight.com/0263-080X.htm",,"","","fulltext","",""
"Studies in Economics and Finance","1086-7376","",1977-02-01,1,1,,,,"http://www.emeraldinsight.com/1086-7376.htm",,"","","fulltext","",""
"Supply Chain Management: An International Journal","1359-8546","",1996-04-01,1,1,,,,"http://www.emeraldinsight.com/1359-8546.htm",,"","","fulltext","",""
"Sustainability Accounting, Management and Policy Journal","2040-8021","",2010-07-03,1,1,,,,"http://www.emeraldinsight.com/2040-8021.htm",,"","","fulltext","",""
"Team Performance Management","1352-7592","",1995-03-01,1,1,,,,"http://www.emeraldinsight.com/1352-7592.htm",,"","","fulltext","",""
"The TQM Journal","1754-2731","",2008-01-11,20,1,,,,"http://www.emeraldinsight.com/1754-2731.htm",,"","","fulltext","Previously: The TQM Magazine",""
"The TQM Magazine","0954-478X","",1988-02-01,1,1,2007-10-09,19,6,"http://www.emeraldinsight.com/0954-478X.htm",,"","","fulltext","Now: The TQM Journal. Incorporates: Training for Quality",""
"Training for Quality","0968-4875","",1993-06-01,1,1,1997-12-01,5,4,"http://www.emeraldinsight.com/0968-4875.htm",,"","","fulltext","Merged into: The TQM Magazine",""
"Therapeutic Communities: The International Journal of Therapeutic Communities","0964-1866","",2012-09-03,33,1,,,,"http://www.emeraldinsight.com/0964-1866.htm",,"","","fulltext","",""
"Tizard Learning Disability Review","1359-5474","",1996-04-01,1,3,,,,"http://www.emeraldinsight.com/1359-5474.htm",,"","","fulltext","",""
"Tourism Review","1660-5373","",1946-02-01,1,1,,,,"http://www.emeraldinsight.com/1660-5373.htm",,"","","fulltext","",""
"Transforming Government: People, Process and Policy","1750-6166","",2007-03-01,1,1,,,,"http://www.emeraldinsight.com/1750-6166.htm",,"","","fulltext","",""
"VINE","0305-5728","1474-1032",1971-02-01,1,1,,,,"http://www.emeraldinsight.com/0305-5728.htm",,"","","fulltext","",""
"Working with Older People","1366-3666","",2000-01-01,4,1,,,,"http://www.emeraldinsight.com/1366-3666.htm",,"","","fulltext","",""
"World Class Design to Manufacture","1352-3074","",1994-02-01,1,1,1995-12-01,2,6,"http://www.emeraldinsight.com/1352-3074.htm",,"","","fulltext","Ceased publication",""
"World Journal of Entrepreneurship, Management and Sustainable Development","2042-5961","",2010-01-01,6,1,,,,"http://www.emeraldinsight.com/2042-5961.htm",,"","","fulltext","",""
"World Journal of Science, Technology and Sustainable Development","2042-5945","",2010-02-01,7,1,,,,"http://www.emeraldinsight.com/2042-5945.htm",,"","","fulltext","",""
"Worldwide Hospitality and Tourism Themes","1755-4217","",2009-04-10,1,1,,,,"http://www.emeraldinsight.com/1755-4217.htm",,"","","fulltext","",""
"Young Consumers: Insight and Ideas for Responsible Marketers","1747-3616","",1999-02-01,1,1,,,,"http://www.emeraldinsight.com/1747-3616.htm",,"","","fulltext","",""
