publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"Economic Geography","0013-0095","1944-8287",1997-01-01,73,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1944-8287",,"10.1111/(ISSN)1944-8287","","","",""
"Economic History Review","0013-0117","1468-0289",1997-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0289",,"10.1111/(ISSN)1468-0289","","","",""
"Economic inquiry","0095-2583","1465-7295",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-7295",,"10.1111/(ISSN)1465-7295","","","",""
"Economic Notes","0391-5026","1468-0300",1999-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0300",,"10.1111/(ISSN)1468-0300","","","",""
"Economic Outlook","0140-489X","1468-0319",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0319",,"10.1111/(ISSN)1468-0319","","","",""
"Economic Papers: A Journal of Applied Economics and Policy","0812-0439","1759-3441",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-3441",,"10.1111/(ISSN)1759-3441","","","",""
"Economic Policy","0266-4658","1468-0327",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0327",,"10.1111/(ISSN)1468-0327","","","",""
"Economica","0013-0427","1468-0335",1997-01-01,64,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0335",,"10.1111/(ISSN)1468-0335","","","",""
"Economics and Politics","0954-1985","1468-0343",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0343",,"10.1111/(ISSN)1468-0343","","","",""
"Educational Measurement: Issues and Practice","0731-1745","1745-3992",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-3992",,"10.1111/(ISSN)1745-3992","","","",""
"Educational Philosophy and theory","0013-1857","1469-5812",1997-01-01,29,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-5812",,"10.1111/(ISSN)1469-5812","","","",""
"Educational theory","0013-2004","1741-5446",1997-01-01,47,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-5446",,"10.1111/(ISSN)1741-5446","","","",""
"Electrical Engineering in Japan","0424-7760","1520-6416",1997-01-01,118,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6416",,"10.1002/(ISSN)1520-6416","","","",""
"Electroanalysis","1040-0397","1521-4109",1998-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4109",,"10.1002/(ISSN)1521-4109","","","",""
"Electronics and Communications in Japan","1942-9533","1942-9541",1997-01-01,80,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-9541",,"10.1002/(ISSN)1942-9541","","","",""
"Electrophoresis","0173-0835","1522-2683",1999-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2683",,"10.1002/(ISSN)1522-2683","","","",""
"Emergency Medicine Australasia","1742-6731","1742-6723",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-6723",,"10.1111/(ISSN)1742-6723","","","",""
"Employment Relations today","0745-7790","1520-6459",2001-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6459",,"10.1002/(ISSN)1520-6459","","","",""
"Endodontic topics","1601-1538","1601-1546",2002-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-1546",,"10.1111/(ISSN)1601-1546","","","",""
"Engineering in Life Sciences  ","1618-0240","1618-2863",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1618-2863",,"10.1002/(ISSN)1618-2863","","","",""
"English in Education","0425-0494","1754-8845",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-8845",,"10.1111/(ISSN)1754-8845","","","",""
"English Literary Renaissance","0013-8312","1475-6757",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6757",,"10.1111/(ISSN)1475-6757","","","",""
"Enrollment Management Report","1094-3757","1945-6263",2008-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1945-6263",,"10.1002/(ISSN)1945-6263","","","",""
"Entomologia Experimentalis et Applicata","0013-8703","1570-7458",1997-01-01,82,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1570-7458",,"10.1111/(ISSN)1570-7458","","","",""
"Entomological Research","1738-2297","1748-5967",2002-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5967",,"10.1111/(ISSN)1748-5967","","","",""
"Entomological Science","1343-8786","1479-8298",2003-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1479-8298",,"10.1111/(ISSN)1479-8298","","","",""
"Entrepreneurship theory and Practice","1042-2587","1540-6520",2002-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6520",,"10.1111/(ISSN)1540-6520","","","",""
"Environmental and Molecular Mutagenesis","0893-6692","1098-2280",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2280",,"10.1002/(ISSN)1098-2280","","","",""
"Environmental Microbiology","1462-2912","1462-2920",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1462-2920",,"10.1111/(ISSN)1462-2920","","","",""
"Environmental Microbiology Reports","","1758-2229",2009-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1758-2229",,"10.1111/(ISSN)1758-2229","","","",""
"Environmental Policy and Governance","1756-932X","1756-9338",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1756-9338",,"10.1002/(ISSN)1756-9338","","","",""
"Environmental Progress and Sustainable Energy","1944-7442","1944-7450",2000-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-7450",,"10.1002/(ISSN)1944-7450","","","",""
"Environmental Quality Management","1088-1913","1520-6483",2000-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6483",,"10.1002/(ISSN)1520-6483","","","",""
"Environmental toxicology","1520-4081","1522-7278",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7278",,"10.1002/(ISSN)1522-7278","","","",""
"Environmental toxicology and Chemistry","0730-7268","1552-8618",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-8618",,"10.1002/(ISSN)1552-8618","","","",""
"Environmetrics","1180-4009","1099-095X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-095X",,"10.1002/(ISSN)1099-095X","","","",""
"Epilepsia","0013-9580","1528-1167",1997-01-01,38,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1528-1167",,"10.1111/(ISSN)1528-1167","","","free back issues after 1 year back to Jan 1st 1997",""
"Eppo Bulletin","0250-8052","1365-2338",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2338",,"10.1111/(ISSN)1365-2338","","","",""
"Equine Veterinary Education","0957-7734","2042-3292",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1001/(ISSN)2042-3292",,"10.1001/(ISSN)2042-3292","","","",""
"Equine Veterinary Journal","0425-1644","2042-3306",1997-01-01,29,,,,,"http://onlinelibrary.wiley.com/journal/10.1001/(ISSN)2042-3306",,"10.1001/(ISSN)2042-3306","","","",""
"Ethology","0179-1613","1439-0310",1997-01-01,103,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0310",,"10.1111/(ISSN)1439-0310","","","",""
"Ethos","0091-2131","1548-1352",1997-01-01,25,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1352",,"10.1111/(ISSN)1548-1352","","","",""
"Eurochoices","1478-0917","1746-692X",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-692X",,"10.1111/(ISSN)1746-692X","","","",""
"European Diabetes Nursing","1551-7853","1551-7861",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1551-7861",,"10.1002/(ISSN)1551-7861","","","",""
"European Eating Disorders Review","1072-4133","1099-0968",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0968",,"10.1002/(ISSN)1099-0968","","","",""
"European Financial Management","1354-7798","1468-036X",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-036X",,"10.1111/(ISSN)1468-036X","","","",""
"European Journal of Cancer Care","0961-5423","1365-2354",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2354",,"10.1111/(ISSN)1365-2354","","","",""
"European Journal of Clinical investigation","0014-2972","1365-2362",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2362",,"10.1111/(ISSN)1365-2362","","","",""
"European Journal of Dental Education","1396-5883","1600-0579",2000-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0579",,"10.1111/(ISSN)1600-0579","","","",""
"European Journal of Education","0141-8211","1465-3435",2000-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1465-3435",,"10.1111/(ISSN)1465-3435","","","",""
"European Journal of Haematology","0902-4441","1600-0609",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0609",,"10.1111/(ISSN)1600-0609","","","",""
"European Journal of Immunology","0014-2980","1521-4141",1998-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4141",,"10.1002/(ISSN)1521-4141","","","",""
"European Journal of inorganic Chemistry","1434-1948","1099-0682",1998-01-01,131,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0682c",,"10.1002/(ISSN)1099-0682c","","","",""
"European Journal of Lipid Science and Technology","1438-7697","1438-9312",1998-01-01,100,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1438-9312",,"10.1002/(ISSN)1438-9312","","","",""
"European Journal of Neurology","1351-5101","1468-1331",1998-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-1331",,"10.1111/(ISSN)1468-1331","","","",""
"European Journal of Neuroscience","0953-816X","1460-9568",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1460-9568",,"10.1111/(ISSN)1460-9568","","","",""
"European Journal of Oral Sciences","0909-8836","1600-0722",1997-01-01,105,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0722",,"10.1111/(ISSN)1600-0722","","","",""
"European Journal of Organic Chemistry","1434-193X","1099-0690",1998-01-01,1998,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0690",,"10.1002/(ISSN)1099-0690","","","",""
"European Journal of Pain","1090-3801","",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2149",,"10.1002/(ISSN)1532-2149","","","",""
"European Journal of Personality","0890-2070","1099-0984",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0984",,"10.1002/(ISSN)1099-0984","","","",""
"European Journal of Philosophy","0966-8373","1468-0378",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0378",,"10.1111/(ISSN)1468-0378","","","",""
"European Journal of Political Research","0304-4130","1475-6765",1997-01-01,31,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6765",,"10.1111/(ISSN)1475-6765","","","",""
"European Journal of Political Research Political Data Yearbook","2047-8844","2047-8852",2006-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6765",,"10.1111/(ISSN)2047-8852","","","",""
"European Journal of Social Psychology","0046-2772","1099-0992",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0992",,"10.1002/(ISSN)1099-0992","","","",""
"European Journal of Soil Science","1351-0754","1365-2389",1997-01-01,48,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2389",,"10.1111/(ISSN)1365-2389","","","",""
"European Law Journal","1351-5993","1468-0386",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0386",,"10.1111/(ISSN)1468-0386","","","",""
"European Management Review","1740-4754","1740-4762",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1740-4762",,"10.1002/(ISSN)1740-4762","","","",""
"European Transactions On Electrical Power ","1430-144X","1546-3109",2004-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1546-3109",,"10.1002/(ISSN)1546-3109","","","",""
"Evidence-Based Child Health: A Cochrane  Review Journal","","1557-6272",2006-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1557-6272",,"10.1002/(ISSN)1557-6272","","","",""
"Evolution","0014-3820","1558-5646",2000-01-01,54,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1558-5646",,"10.1111/(ISSN)1558-5646","","","","The Society for the Study of Evolution"
"Evolution and Development","1520-541X","1525-142X",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-142X",,"10.1111/(ISSN)1525-142X","","","",""
"Evolutionary Anthropology","1060-1538","1520-6505",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6505",,"10.1002/(ISSN)1520-6505","","","",""
"Evolutionary Applications","","1752-4571",2008-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-4571",,"10.1111/(ISSN)1752-4571","","","",""
"Experimental Dermatology","0906-6705","1600-0625",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0625",,"10.1111/(ISSN)1600-0625","","","",""
"Experimental Physiology","0958-0670","1469-445X",1999-01-01,84,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-445X",,"10.1111/(ISSN)1469-445X","","","free back issues after 1 year back to 1999",""
"Experimental Techniques","0732-8818","1747-1567",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-1567",,"10.1111/(ISSN)1747-1567","","","",""
"Expert Systems","0266-4720","1468-0394",1997-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0394",,"10.1111/(ISSN)1468-0394","","","",""
"Family and Consumer Sciences Research Journal","1077-727X","1552-3934",1997-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-3934",,"10.1002/(ISSN)1552-3934","","","",""
"Family Court Review","1531-2445","1744-1617",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1617",,"10.1111/(ISSN)1744-1617","","","",""
"Family Process","0014-7370","1545-5300",1997-01-01,36,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1545-5300",,"10.1111/(ISSN)1545-5300","","","",""
"Family Relations","0197-6664","1741-3729",2000-01-01,49,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-3729",,"10.1111/(ISSN)1741-3729","","","",""
"Fatigue and Fracture of Engineering Materials and Structures","8756-758X","1460-2695",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1460-2695",,"10.1111/(ISSN)1460-2695","","","",""
"FEBS Journal","1742-464X","1742-4658",1997-01-01,272,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-4658",,"10.1111/(ISSN)1742-4658","","","free back issues after 1 year back to 2005. Previous title European Journal of Biochemistry content from 1967 - 2004",""
"Feddes Repertorium","0014-8962","1522-239X",2002-01-01,113,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-239X",,"10.1002/(ISSN)1522-239X","","","",""
"Federal Grants and Contracts","1949-3177","1949-3185",2009-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3185",,"10.1002/(ISSN)1949-3185","","","",""
"FEMS Immunology and Medical Microbiology","0928-8244","1574-695X",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1574-695X",,"10.1111/(ISSN)1574-695X","","","",""
"FEMS Microbiology Ecology","0168-6496","1574-6941",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1574-6941",,"10.1111/(ISSN)1574-6941","","","",""
"FEMS Microbiology Letters","0378-1097","1574-6968",1997-01-01,147,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1574-6968",,"10.1111/(ISSN)1574-6968","","","",""
"FEMS Microbiology Reviews","0168-6445","1574-6976",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1574-6976",,"10.1111/(ISSN)1574-6976","","","",""
"FEMS Yeast Research","1567-1356","1567-1364",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1567-1364",,"10.1111/(ISSN)1567-1364","","","free back issues after 2 years back to 2001",""
"Financial Accountability and Management","0267-4424","1468-0408",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0408",,"10.1111/(ISSN)1468-0408","","","",""
"Financial Management","0046-3892","1755-053X",2005-01-01,34,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-053X",,"10.1111/(ISSN)1755-053X","","","",""
"Financial Markets, institutions and instruments","0963-8008","1468-0416",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0416",,"10.1111/(ISSN)1468-0416","","","",""
"Financial Review","0732-8516","1540-6288",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6288",,"10.1111/(ISSN)1540-6288","","","",""
"Fire and Materials","0308-0501","1099-1018",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1018",,"10.1002/(ISSN)1099-1018","","","",""
"Fiscal Studies","0143-5671","1475-5890",1997-01-01,18,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-5890",,"10.1111/(ISSN)1475-5890","","","",""
"Fish and Fisheries","1467-2960","1467-2979",2000-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-2979",,"10.1111/(ISSN)1467-2979","","","",""
"Fisheries Management and Ecology","0969-997X","1365-2400",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2400",,"10.1111/(ISSN)1365-2400","","","",""
"Fisheries Oceanography","1054-6006","1365-2419",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2419",,"10.1111/(ISSN)1365-2419","","","",""
"Flavour and Fragrance Journal","0882-5734","1099-1026",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1026",,"10.1002/(ISSN)1099-1026","","","",""
"Focus On Alternative and Complementary therapies An Evidence-Based Approach","1465-3753","2042-7166",2008-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7166",,"10.1111/(ISSN)2042-7166","","","",""
"Focus On Geography","1549-4934","1949-8535",2010-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1949-8535",,"10.1111/(ISSN)1949-8535","","","",""
"Food and Energy Security","","2048-3694",2012-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2048-3694",,"10.1002/(ISSN)2048-3694","","","",""
"Foreign Language Annals","0015-718X","1944-9720",1997-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1944-9720",,"10.1111/(ISSN)1944-9720","","","",""
"Foreign Policy Analysis","1743-8586","1743-8594",2005-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-8594",,"10.1111/(ISSN)1743-8594","","","",""
"Forest Pathology","1437-4781","1439-0329",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0329",,"10.1111/(ISSN)1439-0329","","","",""
"Forschung","0172-1518","1522-2357",2001-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2357",,"10.1002/(ISSN)1522-2357","","","",""
"Fortschritte Der Physik/Progress of Physics","0015-8208","1521-3978",1998-01-01,46,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3978",,"10.1002/(ISSN)1521-3978","","","",""
"Fossil Record-Mitteilungen Aus Dem Museum Fuer  Naturkunde","1435-1943","1860-1014",2005-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1860-1014",,"10.1002/(ISSN)1860-1014","","","",""
"Freshwater Biology","0046-5070","1365-2427",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2427",,"10.1111/(ISSN)1365-2427","","","",""
"Fuel Cells","1615-6846","1615-6854",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-6854",,"10.1002/(ISSN)1615-6854","","","",""
"Functional Ecology","0269-8463","1365-2435",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2435",,"10.1111/(ISSN)1365-2435","","","free back issues after 2 years back to 1997",""
"Fundamental and Clinical Pharmacology","0767-3981","1472-8206",1997-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-8206",,"10.1111/(ISSN)1472-8206","","","",""
"Future Prescriber","1468-9871","1931-2261",2006-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1931-2261",,"10.1002/(ISSN)1931-2261","","","",""
"Gamm - Mitteilungen","0936-7195","1522-2608",2007-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2608",,"10.1002/(ISSN)1522-2608","","","",""
"Gcb Bioenergy","1757-1693","1757-1707",2009-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1757-1707",,"10.1111/(ISSN)1757-1707","","","",""
"Gender and History","0953-5233","1468-0424",1997-01-01,9,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0424",,"10.1111/(ISSN)1468-0424","","","",""
"Gender, Work and Organisation","0968-6673","1468-0432",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0432",,"10.1111/(ISSN)1468-0432","","","",""
"General Anthropology Bulletin of the General Anthropology Division","1537-1727","1939-3466",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-3466",,"10.1111/(ISSN)1939-3466","","","",""
"Genes to Cells","1356-9597","1365-2443",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2443",,"10.1111/(ISSN)1365-2443","","","free back issues after 6 months back to 1996",""
"Genes, Brain and Behavior","1601-1848","1601-183X",2002-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-183X",,"10.1111/(ISSN)1601-183X","","","free back issues after 2 years back to 2002",""
"Genes, Chromosomes and Cancer","1045-2257","1098-2264",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2264",,"10.1002/(ISSN)1098-2264","","","",""
"Genesis: the Journal of Genetics and Development","1526-954X","1526-968X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1526-968X",,"10.1002/(ISSN)1526-968X","","","",""
"Genetic Epidemiology","0741-0395","1098-2272",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2272",,"10.1002/(ISSN)1098-2272","","","",""
"Geoarchaeology: An International Journal","0883-6353","1520-6548",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6548",,"10.1002/(ISSN)1520-6548","","","",""
"Geobiology ","1472-4677","1472-4669",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-4669",,"10.1111/(ISSN)1472-4669","","","",""
"Geofluids ","1468-8115","1468-8123",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-8123",,"10.1111/(ISSN)1468-8123","","","",""
"Geografiska Annaler Series A: Physical Geography","0435-3676","1468-0459",1997-01-01,79,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0459",,"10.1111/(ISSN)1468-0459","","","",""
"Geografiska Annaler Series B: Human Geography","0435-3684","1468-0467",1997-01-01,79,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0467",,"10.1111/(ISSN)1468-0467","","","",""
"Geographical Analysis","0016-7363","1538-4632",2005-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4632",,"10.1111/(ISSN)1538-4632","","","free back issues  prior to 2005","The Ohio State University Press"
"Geographical Research","1745-5863","1745-5871",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-5871",,"10.1111/(ISSN)1745-5871","","","",""
"Geographical Review","0016-7428","1931-0846",2010-01-01,98,,,,,"http://onlinelibrary.wiley.com/journal/10.1001/(ISSN)1931-0846",,"10.1001/(ISSN)1931-0846","","","",""
"Geological Journal","0072-1050","1099-1034",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1034",,"10.1002/(ISSN)1099-1034","","","",""
"Geology today","0266-6979","1365-2451",1997-01-01,13,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2451",,"10.1111/(ISSN)1365-2451","","","",""
"Geomechanics and Tunnelling","1865-7362","1865-7389",2008-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1865-7389",,"10.1002/(ISSN)1865-7389","","","",""
"Geophysical Journal International","0956-540X","1365-246X",1997-01-01,128,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-246X",,"10.1111/(ISSN)1365-246X","","","",""
"Geophysical Prospecting","0016-8025","1365-2478",1997-01-01,45,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2478",,"10.1111/(ISSN)1365-2478","","","",""
"Geostandards and Geoanalytical Research","1639-4488","1751-908X",1997-01-01,21,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-908X",,"10.1111/(ISSN)1751-908X","","","",""
"Geotechnik","0172-6145","2190-6653",2011-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2190-6653",,"10.1002/(ISSN)2190-6653","","","",""
"Geriatrics and Gerontology International","1444-1586","1447-0594",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0594",,"10.1111/(ISSN)1447-0594","","","",""
